Filepath,Width,Height,BandCount,Band1_Min,Band1_Max,Band1_Mean,Band1_StdDev,Band1_BlockMean,Band1_BandSumVariance,Band2_Min,Band2_Max,Band2_Mean,Band2_StdDev,Band2_BlockMean,Band2_BandSumVariance,Band3_Min,Band3_Max,Band3_Mean,Band3_StdDev,Band3_BlockMean,Band3_BandSumVariance,Band4_Min,Band4_Max,Band4_Mean,Band4_StdDev,Band4_BlockMean,Band4_BandSumVariance,Band5_Min,Band5_Max,Band5_Mean,Band5_StdDev,Band5_BlockMean,Band5_BandSumVariance,Band6_Min,Band6_Max,Band6_Mean,Band6_StdDev,Band6_BlockMean,Band6_BandSumVariance
./sentinel/dataset/chop_no_firee/tile_0_1_1.tif,512,512,6,0.123000,0.169100,0.143797,0.008007,0.143797,4.353506,0.092300,0.180900,0.114061,0.008848,0.114061,4.531150,0.071500,0.158000,0.095380,0.010622,0.095380,5.003345,0.047100,0.184600,0.073202,0.017236,0.073202,10.147809,0.077100,0.412900,0.201190,0.040159,0.201190,14.832017,0.021100,0.246300,0.073420,0.039779,0.073420,48.862805
./sentinel/dataset/chop_no_firee/tile_1_0_6.tif,512,512,6,0.104900,0.872400,0.138772,0.057958,0.138772,120.428002,0.075900,0.967400,0.108384,0.063070,0.108384,137.488635,0.055200,0.977400,0.101957,0.063120,0.101957,134.301536,0.031800,1.042800,0.067598,0.072911,0.067598,174.012064,0.027700,1.102900,0.315769,0.079357,0.315769,149.525419,0.002800,0.608400,0.079981,0.054328,0.079981,70.419932
./sentinel/dataset/chop_no_firee/tile_3_0_6.tif,512,512,6,0.100000,1.061000,0.212429,0.171466,0.212429,1487.606620,0.074800,1.176800,0.188514,0.184998,0.188514,1630.878593,0.047800,1.201600,0.178222,0.185047,0.178222,1541.201429,0.027200,1.329400,0.161745,0.207271,0.161745,1810.788690,0.024900,1.322500,0.307905,0.195630,0.307905,2223.380282,0.000600,0.629800,0.108263,0.115245,0.108263,629.629566
./sentinel/dataset/chop_no_firee/tile_1_1_6.tif,512,512,6,0.122400,0.914800,0.158046,0.075362,0.158046,110.301305,0.087900,1.022500,0.131046,0.083000,0.131046,119.032478,0.061800,1.043000,0.125247,0.084046,0.125247,109.778463,0.037100,1.128500,0.102228,0.099561,0.102228,150.156305,0.036900,1.181500,0.264503,0.137627,0.264503,738.274602,0.000600,0.607900,0.082725,0.083281,0.082725,96.493408
./sentinel/dataset/chop_no_firee/tile_2_0_6.tif,512,512,6,0.114300,0.815800,0.134898,0.039828,0.134898,31.296411,0.081100,0.906100,0.105382,0.044668,0.105382,37.602793,0.058200,0.910200,0.098629,0.045551,0.098629,36.347273,0.033900,0.988400,0.066210,0.053940,0.066210,53.487791,0.030800,1.046200,0.295455,0.084804,0.295455,70.557354,0.002300,0.540300,0.074693,0.045142,0.074693,29.686546
./sentinel/dataset/chop_no_firee/tile_3_0_1.tif,512,512,6,0.134800,0.184400,0.153748,0.007464,0.153748,1.287355,0.098500,0.209900,0.121413,0.009684,0.121413,1.654237,0.076300,0.197400,0.103857,0.011194,0.103857,2.475688,0.050700,0.217200,0.084354,0.019772,0.084354,5.699024,0.065500,0.448700,0.203591,0.033727,0.203591,10.714490,0.016200,0.266800,0.095084,0.041234,0.095084,28.250981
./sentinel/dataset/chop_no_firee/tile_2_1_2.tif,512,512,6,0.112300,0.167100,0.125613,0.006252,0.125613,0.236538,0.080600,0.291300,0.098337,0.008850,0.098337,0.425459,0.056300,0.306100,0.086297,0.012468,0.086297,0.996720,0.035000,0.348200,0.065545,0.019439,0.065545,2.580818,0.033000,0.572200,0.229840,0.057057,0.229840,55.554820,0.003200,0.998100,0.083424,0.041027,0.083424,14.140142
./sentinel/dataset/chop_no_firee/tile_2_1_3.tif,512,512,6,0.123800,0.223800,0.152567,0.018756,0.152567,35.518362,0.092500,0.202700,0.121797,0.018335,0.121797,29.035926,0.064900,0.237400,0.101204,0.017029,0.101204,17.882332,0.042800,0.209700,0.076938,0.019136,0.076938,16.160061,0.039600,0.425500,0.195130,0.040609,0.195130,32.644081,0.005300,0.294100,0.066951,0.036167,0.066951,40.927128
./sentinel/dataset/chop_no_firee/tile_0_0_1.tif,512,512,6,0.128500,0.190000,0.155986,0.010467,0.155986,14.345889,0.095600,0.161500,0.125155,0.010885,0.125155,10.946395,0.073500,0.146900,0.104900,0.011935,0.104900,6.711048,0.048900,0.163500,0.082827,0.018315,0.082827,6.636734,0.079400,0.427800,0.202846,0.033004,0.202846,23.851767,0.021400,0.236700,0.082236,0.042875,0.082236,32.696337
./sentinel/dataset/chop_no_firee/tile_1_1_3.tif,512,512,6,0.127000,0.214400,0.162695,0.011498,0.162695,21.650324,0.096800,0.227100,0.133249,0.012150,0.133249,19.464121,0.076200,0.200300,0.114081,0.013103,0.114081,15.518540,0.051300,0.189600,0.092933,0.018946,0.092933,19.748364,0.059200,0.472600,0.226373,0.044981,0.226373,69.033878,0.006000,0.276300,0.099176,0.043839,0.099176,58.757748
./sentinel/dataset/chop_no_firee/tile_3_0_7.tif,512,512,6,0.005300,0.608700,0.147999,0.090247,0.147999,604.495457,0.002500,0.926500,0.150831,0.103834,0.150831,689.522733,0.006800,0.965900,0.145235,0.102850,0.145235,638.422551,0.005900,0.978800,0.126899,0.100771,0.126899,574.676037,0.021600,1.593700,0.194152,0.082017,0.194152,315.304459,0.000000,1.691400,0.225714,0.360919,0.225714,5648.055269
./sentinel/dataset/chop_no_firee/tile_3_1_7.tif,512,512,6,0.024800,0.553900,0.095827,0.046220,0.095827,134.371207,0.016100,0.592600,0.101897,0.046378,0.101897,116.345835,0.019800,0.571700,0.106101,0.042164,0.106101,84.277297,0.016300,0.572700,0.114042,0.044974,0.114042,88.703141,0.017600,0.592600,0.150617,0.045040,0.150617,49.262650,0.000000,1.632100,0.191927,0.100117,0.191927,246.524368
./sentinel/dataset/chop_no_firee/tile_1_0_2.tif,512,512,6,0.128100,0.172800,0.142813,0.005995,0.142813,0.350039,0.093700,0.205700,0.113524,0.009133,0.113524,0.423799,0.067500,0.216800,0.098863,0.011747,0.098863,0.607451,0.044500,0.254400,0.081320,0.019121,0.081320,1.429535,0.040300,0.458800,0.211887,0.039117,0.211887,18.953075,0.005400,0.272300,0.106256,0.042204,0.106256,8.269983
./sentinel/dataset/chop_no_firee/tile_3_1_6.tif,512,512,6,0.105600,0.949600,0.155526,0.079637,0.155526,503.550991,0.079200,1.083200,0.128345,0.087314,0.128345,575.688018,0.053700,1.095700,0.120631,0.088157,0.120631,564.551066,0.031000,1.206300,0.095463,0.102757,0.095463,741.633096,0.030600,1.245700,0.285085,0.116127,0.285085,467.201401,0.000900,0.541900,0.088515,0.075511,0.088515,282.233575
./sentinel/dataset/chop_no_firee/tile_2_0_1.tif,512,512,6,0.119500,0.159800,0.138074,0.005879,0.138074,2.048990,0.087200,0.150800,0.108266,0.007406,0.108266,1.853073,0.070400,0.150500,0.092079,0.009103,0.092079,1.994200,0.044300,0.173900,0.069188,0.015055,0.069188,5.082608,0.080100,0.454500,0.198895,0.029119,0.198895,9.454109,0.022300,0.226500,0.075882,0.034397,0.075882,45.245449
./sentinel/dataset/chop_no_firee/tile_2_0_3.tif,512,512,6,0.163800,0.259200,0.198642,0.016819,0.198642,18.334535,0.127800,0.235500,0.165679,0.016327,0.165679,16.916423,0.101700,0.205600,0.138192,0.014263,0.138192,12.772332,0.072700,0.181600,0.110335,0.015399,0.110335,9.677072,0.064700,0.391100,0.223633,0.041515,0.223633,64.060391,0.007400,0.249700,0.084740,0.036663,0.084740,20.661845
./sentinel/dataset/chop_no_firee/tile_1_0_3.tif,512,512,6,0.143600,0.213400,0.162347,0.009250,0.162347,1.052201,0.108200,0.231200,0.131847,0.010261,0.131847,1.125057,0.084900,0.205800,0.111640,0.011562,0.111640,2.305926,0.058900,0.199800,0.089695,0.017634,0.089695,5.496891,0.053200,0.416300,0.210096,0.048391,0.210096,60.043433,0.001100,0.266900,0.094577,0.045882,0.094577,41.093532
./sentinel/dataset/chop_no_firee/tile_2_1_1.tif,512,512,6,0.115800,0.162100,0.140130,0.007984,0.140130,4.401578,0.083700,0.155200,0.110050,0.008205,0.110050,3.224290,0.065200,0.157200,0.093676,0.009206,0.093676,2.205485,0.041000,0.177700,0.071482,0.015032,0.071482,3.391703,0.070200,0.428000,0.204169,0.033942,0.204169,14.027563,0.025400,0.245900,0.082420,0.034484,0.082420,24.427808
./sentinel/dataset/chop_no_firee/tile_2_0_5.tif,512,512,6,0.119200,0.433900,0.135716,0.022086,0.135716,17.683985,0.084700,0.443900,0.107739,0.026390,0.107739,22.063042,0.063800,0.444700,0.103739,0.027390,0.103739,21.827299,0.036400,0.462000,0.075484,0.036379,0.075484,32.821243,0.077900,0.574800,0.305591,0.046838,0.305591,34.428800,0.010300,0.498500,0.135297,0.068324,0.135297,114.009449
./sentinel/dataset/chop_no_firee/tile_0_0_7.tif,512,512,6,0.170400,1.269400,0.373873,0.085783,0.373873,686.606003,0.183600,1.903300,0.446234,0.110839,0.446234,1120.260930,0.183300,1.905900,0.484575,0.123700,0.484575,1555.192668,0.152700,1.840900,0.494039,0.134681,0.494039,2244.094713,0.194700,1.782700,0.472758,0.120599,0.472758,1609.417968,0.020000,1.686200,0.131801,0.092222,0.131801,391.377975
./sentinel/dataset/chop_no_firee/tile_0_0_2.tif,512,512,6,0.128100,0.173300,0.147762,0.008088,0.147762,2.181549,0.093300,0.213900,0.117987,0.010777,0.117987,3.371200,0.067500,0.221700,0.102297,0.013454,0.102297,4.631600,0.045400,0.261200,0.085698,0.020771,0.085698,10.602106,0.043600,0.426400,0.202381,0.035660,0.202381,16.320075,0.005900,0.288600,0.113691,0.046973,0.113691,72.867099
./sentinel/dataset/chop_no_firee/tile_0_1_7.tif,512,512,6,0.241600,1.524700,0.431204,0.124413,0.431204,492.671123,0.284000,1.669200,0.516148,0.152266,0.516148,754.870915,0.297800,1.616500,0.559005,0.163187,0.559005,971.488099,0.289600,1.610300,0.565074,0.167520,0.565074,1213.100474,0.242000,1.551000,0.515079,0.149556,0.515079,991.826328,0.007800,1.576800,0.175921,0.059691,0.175921,181.084631
./sentinel/dataset/chop_no_firee/tile_3_0_2.tif,512,512,6,0.112100,0.161200,0.131924,0.008860,0.131924,3.742688,0.080900,0.168600,0.105814,0.011681,0.105814,4.111797,0.054800,0.175400,0.093603,0.014662,0.093603,4.996983,0.035100,0.191700,0.074510,0.021678,0.074510,8.202460,0.031700,0.467000,0.226844,0.053535,0.226844,60.681444,0.003000,0.281500,0.095966,0.044682,0.095966,33.467029
./sentinel/dataset/chop_no_firee/tile_2_0_7.tif,512,512,6,0.006200,0.582700,0.185198,0.085063,0.185198,736.460310,0.001200,0.630000,0.203405,0.104530,0.203405,1162.152803,0.006100,0.663100,0.207882,0.113406,0.207882,1515.047360,0.006000,0.966700,0.208746,0.126807,0.208746,1962.149857,0.010000,1.636600,0.235292,0.124224,0.235292,1588.263678,0.004200,1.607800,0.263544,0.335406,0.263544,5981.904382
./sentinel/dataset/chop_no_firee/tile_0_0_3.tif,512,512,6,0.140900,0.196700,0.155579,0.009103,0.155579,14.337569,0.105800,0.221800,0.124208,0.011065,0.124208,17.226346,0.082600,0.244000,0.106005,0.012698,0.106005,16.318715,0.056200,0.272200,0.084337,0.020064,0.084337,35.106696,0.060000,0.505400,0.228109,0.040023,0.228109,9.102881,0.005900,0.285500,0.089204,0.042128,0.089204,86.455110
./sentinel/dataset/chop_no_firee/tile_1_1_7.tif,512,512,6,0.077600,1.058800,0.369251,0.101237,0.369251,257.540516,0.079600,1.331200,0.433545,0.128843,0.433545,361.070288,0.078300,1.460000,0.458371,0.143336,0.458371,396.192820,0.072000,1.492800,0.453726,0.152150,0.453726,370.099569,0.079400,1.313600,0.417857,0.132790,0.417857,257.980779,0.000000,1.639100,0.157861,0.093904,0.157861,85.178519
./sentinel/dataset/chop_no_firee/tile_1_0_5.tif,512,512,6,0.127100,0.180700,0.144782,0.008864,0.144782,0.291385,0.093500,0.193000,0.120325,0.013657,0.120325,0.566367,0.080300,0.205000,0.117978,0.015767,0.117978,0.576832,0.049500,0.239700,0.106984,0.029962,0.106984,4.148498,0.106100,0.465400,0.274968,0.038168,0.274968,9.356271,0.013400,0.355600,0.195629,0.061118,0.195629,19.363905
./sentinel/dataset/chop_no_firee/tile_2_0_2.tif,512,512,6,0.115300,0.169100,0.135832,0.007965,0.135832,6.390283,0.084100,0.252600,0.107335,0.009712,0.107335,5.575695,0.063400,0.255600,0.093860,0.012183,0.093860,4.828961,0.041100,0.266800,0.073252,0.018789,0.073252,6.062116,0.039600,0.523600,0.226681,0.056738,0.226681,55.561591,0.003300,0.285000,0.089820,0.041954,0.089820,17.090271
./sentinel/dataset/chop_no_firee/tile_3_1_3.tif,512,512,6,0.140900,0.238800,0.190950,0.022756,0.190950,8.400330,0.106400,0.261600,0.161114,0.024853,0.161114,9.175679,0.083500,0.258000,0.139212,0.025380,0.139212,9.056515,0.058200,0.290900,0.119622,0.033528,0.119622,17.187429,0.060100,0.460600,0.232433,0.040268,0.232433,11.315145,0.012200,0.435900,0.115621,0.057139,0.115621,49.763171
./sentinel/dataset/chop_no_firee/tile_0_0_6.tif,512,512,6,0.115800,0.784000,0.154373,0.070836,0.154373,148.805458,0.084600,0.848400,0.126622,0.077636,0.126622,155.674286,0.062100,0.873900,0.120849,0.077618,0.120849,148.137658,0.035300,0.970700,0.096515,0.090868,0.096515,177.545142,0.043500,1.002400,0.309507,0.085152,0.309507,300.877889,0.003100,0.633700,0.136771,0.091121,0.136771,208.664071
./sentinel/dataset/chop_no_firee/tile_0_0_5.tif,512,512,6,0.127400,0.489400,0.141482,0.020375,0.141482,13.920768,0.093000,0.516300,0.112978,0.023648,0.112978,17.195207,0.072300,0.516400,0.106020,0.024316,0.106020,14.668713,0.044200,0.545400,0.085691,0.034684,0.085691,49.505197,0.065400,0.612300,0.266329,0.077642,0.266329,816.923536,0.012300,0.481300,0.116630,0.075224,0.116630,130.338262
./sentinel/dataset/chop_no_firee/tile_1_1_1.tif,512,512,6,0.115900,0.157100,0.138530,0.007449,0.138530,4.819824,0.085200,0.157700,0.108676,0.007861,0.108676,4.232758,0.067000,0.152000,0.089520,0.008800,0.089520,4.307408,0.041100,0.169800,0.065839,0.013575,0.065839,5.014902,0.096900,0.393300,0.186892,0.028728,0.186892,27.605805,0.022600,0.245500,0.061183,0.032048,0.061183,14.908456
./sentinel/dataset/chop_no_firee/tile_1_0_1.tif,512,512,6,0.131500,0.185600,0.161310,0.011192,0.161310,18.826736,0.098900,0.160700,0.129674,0.011050,0.129674,16.913378,0.076500,0.153600,0.107737,0.010331,0.107737,11.994452,0.050700,0.170300,0.083787,0.015237,0.083787,15.584887,0.085500,0.392600,0.198154,0.021937,0.198154,7.055431,0.019400,0.223100,0.074549,0.035265,0.074549,37.814751
./sentinel/dataset/chop_no_firee/tile_1_1_2.tif,512,512,6,0.121500,0.189300,0.140961,0.006383,0.140961,0.377929,0.086200,0.259800,0.111271,0.009038,0.111271,0.639161,0.067500,0.302100,0.096960,0.011065,0.096960,1.027011,0.042500,0.372800,0.078151,0.018439,0.078151,2.444766,0.040800,0.634500,0.213535,0.035327,0.213535,14.712154,0.006300,0.422500,0.098955,0.036777,0.098955,10.736295
./sentinel/dataset/chop_no_firee/tile_0_1_6.tif,512,512,6,0.105600,0.943500,0.165448,0.083469,0.165448,167.651618,0.076000,1.058000,0.138808,0.092751,0.138808,190.858921,0.051100,1.070300,0.132300,0.093322,0.132300,185.623183,0.027200,1.158200,0.110374,0.109938,0.110374,273.422487,0.037200,1.216300,0.275398,0.139305,0.275398,1574.200747,0.001300,0.667500,0.093115,0.094746,0.093115,203.179474
./sentinel/dataset/chop_no_firee/tile_3_1_2.tif,512,512,6,0.112800,0.173600,0.133314,0.007596,0.133314,2.379678,0.081300,0.177100,0.106286,0.009638,0.106286,2.131755,0.055800,0.183300,0.092809,0.011727,0.092809,1.769347,0.035900,0.213000,0.072556,0.018407,0.072556,4.582097,0.033800,0.421300,0.230083,0.044223,0.230083,30.715451,0.004200,0.289100,0.087636,0.037444,0.087636,17.825323
./sentinel/dataset/chop_no_firee/tile_0_1_3.tif,512,512,6,0.129600,0.192900,0.154947,0.012123,0.154947,11.388184,0.094700,0.230900,0.125177,0.014517,0.125177,12.391350,0.069800,0.232800,0.108565,0.016464,0.108565,11.852146,0.048300,0.282400,0.090994,0.026945,0.090994,24.209186,0.046600,0.488600,0.223952,0.045234,0.223952,32.884505,0.004700,0.386400,0.106643,0.054648,0.106643,70.676241
./sentinel/dataset/chop_no_firee/tile_2_1_6.tif,512,512,6,0.113100,1.034400,0.190012,0.121800,0.190012,806.183356,0.082600,1.135500,0.165883,0.132776,0.165883,875.258430,0.057000,1.149500,0.159456,0.133326,0.159456,797.846595,0.032700,1.250700,0.142794,0.152824,0.142794,968.802080,0.036700,1.305900,0.277066,0.168632,0.277066,2682.023818,0.000300,0.604000,0.109731,0.113820,0.109731,746.748244
./sentinel/dataset/chop_no_firee/tile_3_0_3.tif,512,512,6,0.169900,0.305300,0.226065,0.029421,0.226065,168.267488,0.132900,0.286700,0.194709,0.030695,0.194709,177.703708,0.105100,0.254300,0.165116,0.027217,0.165116,129.159696,0.074900,0.229500,0.134624,0.027325,0.134624,100.560591,0.075100,0.485600,0.248929,0.035800,0.248929,11.492951,0.009000,0.304400,0.093433,0.041273,0.093433,25.516991
./sentinel/dataset/chop_no_firee/tile_1_0_7.tif,512,512,6,0.029000,1.028900,0.337269,0.143883,0.337269,1922.047950,0.032200,1.473300,0.392434,0.178365,0.392434,2551.802193,0.066600,1.615500,0.413304,0.197124,0.413304,2705.950368,0.079600,1.634900,0.407404,0.206725,0.407404,2502.772366,0.075900,1.614900,0.390737,0.191076,0.390737,1810.273054,0.027200,1.715500,0.173095,0.175838,0.173095,559.422533
